Member_number,Date,itemDescription,Item Expiration
3557,20/07/2015,ham,20/10/2024
3975,27/02/2015,hamburger meat,27/05/2024
4198,18/03/2015,beef,18/06/2024
2580,04/09/2015,beef,04/12/2024
3474,25/08/2015,root vegetables,25/11/2024
1678,14/11/2015,citrus fruit,14/02/2025
4254,14/08/2015,yogurt,14/11/2024
4704,21/08/2015,tropical fruit,21/11/2024
3343,10/05/2015,frankfurter,10/08/2024
3812,24/06/2015,beef,24/09/2024
3093,13/03/2015,shopping bags,13/06/2024
2170,18/06/2015,canned beer,18/09/2024
4867,29/10/2015,rolls/buns,29/01/2025
3899,23/03/2015,other vegetables,23/06/2024
2941,03/10/2015,hamburger meat,03/01/2025
1958,03/07/2015,hamburger meat,03/10/2024
2760,08/08/2015,frankfurter,08/11/2024
4413,03/08/2015,bottled beer,03/11/2024
1737,15/05/2015,tropical fruit,15/08/2024
4202,18/02/2015,soda,18/05/2024
1065,13/11/2015,frankfurter,13/02/2025
3819,28/06/2015,chicken,28/09/2024
2854,08/02/2015,coffee,08/05/2024
4387,16/09/2015,whole milk,16/12/2024
4530,12/04/2015,margarine,12/07/2024
4191,03/11/2015,tropical fruit,03/02/2025
3102,04/12/2015,meat,04/03/2025
1946,25/01/2015,cream cheese ,25/04/2024
2156,15/05/2015,newspapers,15/08/2024
1444,16/12/2015,rolls/buns,16/03/2025
1699,14/05/2015,citrus fruit,14/08/2024
4954,04/05/2015,whole milk,04/08/2024
2207,08/04/2015,frankfurter,08/07/2024
4826,28/01/2015,ham,28/04/2024
2374,08/06/2015,frankfurter,08/09/2024
1604,18/08/2015,sausage,18/11/2024
4437,29/11/2015,domestic eggs,01/03/2025
2319,10/05/2015,whole milk,10/08/2024
3018,27/06/2015,rolls/buns,27/09/2024
1195,28/09/2015,whole milk,28/12/2024
1768,04/09/2015,sausage,04/12/2024
3017,28/09/2015,curd,28/12/2024
3384,29/11/2015,bottled water,01/03/2025
1918,30/01/2015,beef,30/04/2024
2524,17/10/2015,frankfurter,17/01/2025
2798,17/06/2015,chicken,17/09/2024
2096,25/01/2015,sausage,25/04/2024
1489,13/03/2015,pork,13/06/2024
1431,20/07/2015,yogurt,20/10/2024
2747,05/07/2015,whole milk,05/10/2024
3054,22/03/2015,frankfurter,22/06/2024
2691,09/10/2015,beef,09/01/2025
1752,19/04/2015,pip fruit,19/07/2024
3027,15/09/2015,sausage,15/12/2024
4452,17/06/2015,pastry,17/09/2024
4129,13/08/2015,chicken,13/11/2024
3523,09/11/2015,root vegetables,09/02/2025
2128,11/02/2015,whole milk,11/05/2024
4867,03/02/2015,detergent,03/05/2024
4762,30/10/2015,rolls/buns,30/01/2025
1632,29/05/2015,house keeping products,29/08/2024
4018,17/11/2015,yogurt,17/02/2025
1722,13/07/2015,tropical fruit,13/10/2024
1438,19/10/2015,tropical fruit,19/01/2025
3958,27/10/2015,curd,27/01/2025
3292,13/09/2015,beef,13/12/2024
2861,23/02/2015,whole milk,23/05/2024
1757,24/02/2015,pork,24/05/2024
1509,30/12/2015,other vegetables,30/03/2025
2364,11/05/2015,rolls/buns,11/08/2024
3084,26/10/2015,frankfurter,26/01/2025
1850,17/02/2015,yogurt,17/05/2024
1949,17/03/2015,whole milk,17/06/2024
4740,02/10/2015,bottled water,02/01/2025
1072,23/10/2015,frankfurter,23/01/2025
4196,09/07/2015,rolls/buns,09/10/2024
4814,13/09/2015,whole milk,13/12/2024
1514,28/02/2015,rolls/buns,28/05/2024
4584,25/10/2015,chicken,25/01/2025
2751,03/02/2015,tropical fruit,03/05/2024
4155,24/09/2015,sausage,24/12/2024
4670,11/10/2015,sausage,11/01/2025
4566,27/07/2015,frankfurter,27/10/2024
2371,30/08/2015,UHT-milk,30/11/2024
3442,14/11/2015,rolls/buns,14/02/2025
3090,27/09/2015,canned beer,27/12/2024
1457,09/01/2015,yogurt,09/04/2024
4952,08/04/2015,whipped/sour cream,08/07/2024
3165,11/01/2015,rolls/buns,11/04/2024
2608,19/09/2015,rolls/buns,19/12/2024
2040,07/10/2015,beverages,07/01/2025
1327,09/08/2015,rolls/buns,09/11/2024
3363,07/01/2015,rolls/buns,07/04/2024
1731,09/09/2015,bottled beer,09/12/2024
2760,02/08/2015,citrus fruit,02/11/2024
3120,14/01/2015,bottled water,14/04/2024
1332,30/04/2015,pastry,30/07/2024
4530,12/09/2015,domestic eggs,12/12/2024
3145,23/02/2015,beef,23/05/2024
1099,13/08/2015,spread cheese,13/11/2024
3188,06/12/2015,tropical fruit,06/03/2025
3748,13/10/2015,packaged fruit/vegetables,13/01/2025
4655,31/03/2015,whole milk,01/07/2024
1827,01/05/2015,meat,01/08/2024
2485,17/02/2015,onions,17/05/2024
4683,15/01/2015,frankfurter,15/04/2024
4358,06/11/2015,beef,06/02/2025
1931,09/10/2015,beef,09/01/2025
2490,18/12/2015,sausage,18/03/2025
4842,08/12/2015,chicken,08/03/2025
4616,01/01/2015,canned beer,01/04/2024
2810,22/09/2015,sausage,22/12/2024
2785,18/10/2015,tropical fruit,18/01/2025
3591,20/07/2015,frankfurter,20/10/2024
3896,10/09/2015,sausage,10/12/2024
3842,01/07/2015,beef,01/10/2024
2648,10/07/2015,tropical fruit,10/10/2024
4688,02/10/2015,yogurt,02/01/2025
3511,26/08/2015,frankfurter,26/11/2024
3084,04/09/2015,bottled beer,04/12/2024
3810,07/05/2015,grapes,07/08/2024
4348,26/02/2015,beverages,26/05/2024
3584,10/03/2015,curd,10/06/2024
2620,11/06/2015,ice cream,11/09/2024
2716,18/01/2015,sausage,18/04/2024
3797,10/08/2015,other vegetables,10/11/2024
2976,02/06/2015,dessert,02/09/2024
2762,07/11/2015,decalcifier,07/02/2025
3752,25/04/2015,canned beer,25/07/2024
1659,30/11/2015,coffee,02/03/2025
4109,08/02/2015,berries,08/05/2024
1542,07/08/2015,pork,07/11/2024
2068,07/06/2015,frankfurter,07/09/2024
4509,14/06/2015,pork,14/09/2024
4646,14/06/2015,frankfurter,14/09/2024
2122,07/04/2015,frozen dessert,07/07/2024
2730,15/06/2015,chicken,15/09/2024
1800,31/07/2015,vinegar,31/10/2024
1456,18/09/2015,rolls/buns,18/12/2024
1138,02/09/2015,whole milk,02/12/2024
4104,12/06/2015,pork,12/09/2024
4985,28/02/2015,rolls/buns,28/05/2024
3181,13/12/2015,grapes,13/03/2025
3178,21/10/2015,frankfurter,21/01/2025
1688,10/11/2015,finished products,10/02/2025
1488,28/11/2015,onions,28/02/2025
4975,08/05/2015,tropical fruit,08/08/2024
4697,09/01/2015,other vegetables,09/04/2024
4742,11/01/2015,ham,11/04/2024
2640,22/04/2015,other vegetables,22/07/2024
2548,25/12/2015,curd,25/03/2025
2825,29/12/2015,sausage,29/03/2025
2592,04/07/2015,canned beer,04/10/2024
3622,28/12/2015,ham,28/03/2025
4852,21/08/2015,packaged fruit/vegetables,21/11/2024
1839,03/09/2015,meat,03/12/2024
2413,04/04/2015,whole milk,04/07/2024
2982,14/06/2015,canned beer,14/09/2024
1981,31/10/2015,chicken,31/01/2025
4440,21/09/2015,rolls/buns,21/12/2024
3497,24/11/2015,pet care,24/02/2025
3668,18/12/2015,root vegetables,18/03/2025
4460,28/05/2015,pastry,28/08/2024
1335,16/01/2015,frankfurter,16/04/2024
4303,07/12/2015,chicken,07/03/2025
3508,28/02/2015,frozen dessert,28/05/2024
1959,19/03/2015,citrus fruit,19/06/2024
3856,06/03/2015,sausage,06/06/2024
3141,29/07/2015,root vegetables,29/10/2024
4640,25/09/2015,root vegetables,25/12/2024
4851,25/05/2015,bottled beer,25/08/2024
3306,22/09/2015,frankfurter,22/12/2024
2193,08/04/2015,root vegetables,08/07/2024
1156,13/09/2015,berries,13/12/2024
4596,08/04/2015,hamburger meat,08/07/2024
1245,08/10/2015,tropical fruit,08/01/2025
1515,05/07/2015,frankfurter,05/10/2024
2564,14/07/2015,frankfurter,14/10/2024
4527,18/10/2015,soda,18/01/2025
2487,09/07/2015,ice cream,09/10/2024
3420,27/02/2015,beef,27/05/2024
4442,28/11/2015,whole milk,28/02/2025
3164,30/04/2015,pork,30/07/2024
3601,01/04/2015,whole milk,01/07/2024
3176,25/05/2015,bottled beer,25/08/2024
2568,22/07/2015,pork,22/10/2024
1856,26/10/2015,root vegetables,26/01/2025
3859,30/09/2015,canned beer,30/12/2024
1668,21/08/2015,citrus fruit,21/11/2024
4499,23/08/2015,pip fruit,23/11/2024
1753,21/08/2015,root vegetables,21/11/2024
3829,25/06/2015,tropical fruit,25/09/2024
4825,08/01/2015,beef,08/04/2024
3694,10/11/2015,chicken,10/02/2025
4147,02/01/2015,citrus fruit,02/04/2024
2196,09/10/2015,meat,09/01/2025
2229,22/05/2015,cream cheese ,22/08/2024
4724,03/09/2015,citrus fruit,03/12/2024
3066,11/10/2015,specialty bar,11/01/2025
1120,08/06/2015,meat,08/09/2024
4769,22/08/2015,citrus fruit,22/11/2024
4711,17/09/2015,frankfurter,17/12/2024
2391,22/06/2015,citrus fruit,22/09/2024
1216,04/03/2015,turkey,04/06/2024
3154,14/05/2015,citrus fruit,14/08/2024
3911,30/07/2015,sausage,30/10/2024
3111,15/10/2015,newspapers,15/01/2025
1385,26/11/2015,whole milk,26/02/2025
1158,21/03/2015,yogurt,21/06/2024
2733,22/07/2015,yogurt,22/10/2024
4999,26/12/2015,bottled water,26/03/2025
2882,12/06/2015,berries,12/09/2024
2590,25/06/2015,packaged fruit/vegetables,25/09/2024
4249,04/08/2015,frankfurter,04/11/2024
3012,03/05/2015,nuts/prunes,03/08/2024
1533,07/11/2015,citrus fruit,07/02/2025
1667,12/01/2015,beef,12/04/2024
4323,13/05/2015,whole milk,13/08/2024
2087,22/02/2015,other vegetables,22/05/2024
1853,31/05/2015,beef,31/08/2024
2157,29/10/2015,fish,29/01/2025
1136,29/10/2015,other vegetables,29/01/2025
2049,07/10/2015,tropical fruit,07/01/2025
3122,02/05/2015,coffee,02/08/2024
2245,15/05/2015,sausage,15/08/2024
4746,18/10/2015,meat,18/01/2025
4224,24/02/2015,chicken,24/05/2024
4219,19/03/2015,berries,19/06/2024
2641,01/01/2015,frozen meals,01/04/2024
3173,25/07/2015,whipped/sour cream,25/10/2024
2191,19/10/2015,beef,19/01/2025
4212,07/04/2015,chicken,07/07/2024
1902,01/12/2015,chicken,01/03/2025
1347,27/03/2015,beef,27/06/2024
1578,23/06/2015,packaged fruit/vegetables,23/09/2024
1264,23/11/2015,sugar,23/02/2025
4632,30/09/2015,frankfurter,30/12/2024
3452,01/11/2015,berries,01/02/2025
4822,10/02/2015,bottled water,10/05/2024
3987,18/06/2015,sausage,18/09/2024
1672,07/10/2015,whole milk,07/01/2025
4864,01/12/2015,ice cream,01/03/2025
3368,09/03/2015,frankfurter,09/06/2024
1283,22/09/2015,root vegetables,22/12/2024
4428,28/06/2015,sausage,28/09/2024
2577,25/10/2015,sausage,25/01/2025
1973,24/10/2015,beef,24/01/2025
3284,23/01/2015,fruit/vegetable juice,23/04/2024
1905,19/05/2015,sugar,19/08/2024
2226,09/03/2015,berries,09/06/2024
1932,04/09/2015,yogurt,04/12/2024
4506,11/08/2015,pork,11/11/2024
1843,27/11/2015,bottled beer,27/02/2025
3973,27/07/2015,curd,27/10/2024
1651,28/07/2015,beef,28/10/2024
3997,12/10/2015,pork,12/01/2025
4796,25/08/2015,white bread,25/11/2024
1245,24/09/2015,grapes,24/12/2024
3579,17/08/2015,potato products,17/11/2024
4387,10/02/2015,root vegetables,10/05/2024
2496,29/06/2015,chicken,29/09/2024
3590,28/03/2015,chicken,28/06/2024
2890,26/04/2015,fish,26/07/2024
1401,27/01/2015,canned beer,27/04/2024
3297,21/05/2015,other vegetables,21/08/2024
2867,23/12/2015,chicken,23/03/2025
1365,20/05/2015,other vegetables,20/08/2024
2355,24/07/2015,tropical fruit,24/10/2024
1170,19/03/2015,whole milk,19/06/2024
3554,21/03/2015,beef,21/06/2024
4171,26/01/2015,sausage,26/04/2024
3963,17/09/2015,whole milk,17/12/2024
3076,08/12/2015,rolls/buns,08/03/2025
1629,17/05/2015,citrus fruit,17/08/2024
1366,30/05/2015,whole milk,30/08/2024
3677,29/07/2015,pastry,29/10/2024
2844,21/05/2015,tropical fruit,21/08/2024
4509,28/09/2015,sliced cheese,28/12/2024
3245,11/05/2015,soda,11/08/2024
2294,22/06/2015,ham,22/09/2024
1234,20/11/2015,salty snack,20/02/2025
3001,24/12/2015,whole milk,24/03/2025
3587,05/08/2015,root vegetables,05/11/2024
2700,22/01/2015,soda,22/04/2024
3838,14/12/2015,curd,14/03/2025
4045,22/12/2015,bottled water,22/03/2025
1858,25/04/2015,packaged fruit/vegetables,25/07/2024
2280,11/01/2015,tropical fruit,11/04/2024
2454,06/04/2015,ham,06/07/2024
4437,09/10/2015,pork,09/01/2025
1685,30/03/2015,beverages,30/06/2024
2349,26/02/2015,sausage,26/05/2024
1463,24/12/2015,sausage,24/03/2025
3470,19/02/2015,root vegetables,19/05/2024
4914,29/11/2015,whole milk,01/03/2025
2448,31/08/2015,frankfurter,01/12/2024
3387,10/05/2015,soda,10/08/2024
3167,04/11/2015,soda,04/02/2025
3175,17/03/2015,frankfurter,17/06/2024
2678,21/09/2015,berries,21/12/2024
4627,18/12/2015,canned beer,18/03/2025
1773,17/10/2015,frankfurter,17/01/2025
3100,23/05/2015,frankfurter,23/08/2024
3232,29/05/2015,berries,29/08/2024
3673,12/08/2015,frankfurter,12/11/2024
4068,19/11/2015,newspapers,19/02/2025
2340,07/10/2015,frozen fish,07/01/2025
1930,01/03/2015,tropical fruit,01/06/2024
3526,02/06/2015,beef,02/09/2024
1617,10/02/2015,rolls/buns,10/05/2024
1028,11/07/2015,specialty chocolate,11/10/2024
4440,01/12/2015,sparkling wine,01/03/2025
3554,23/07/2015,citrus fruit,23/10/2024
1632,15/12/2015,onions,15/03/2025
1429,07/02/2015,whole milk,07/05/2024
1225,20/05/2015,photo/film,20/08/2024
2509,15/07/2015,hamburger meat,15/10/2024
4945,02/08/2015,other vegetables,02/11/2024
4342,18/03/2015,whole milk,18/06/2024
1832,28/09/2015,pork,28/12/2024
1518,21/06/2015,tropical fruit,21/09/2024
1512,20/09/2015,chicken,20/12/2024
4818,20/03/2015,other vegetables,20/06/2024
4686,19/08/2015,sausage,19/11/2024
4986,01/02/2015,whole milk,01/05/2024
2755,06/02/2015,rolls/buns,06/05/2024
4532,29/11/2015,hygiene articles,01/03/2025
2070,16/08/2015,ice cream,16/11/2024
1894,09/05/2015,curd,09/08/2024
3473,25/01/2015,whole milk,25/04/2024
2140,28/09/2015,onions,28/12/2024
3286,23/12/2015,finished products,23/03/2025
4729,08/04/2015,salt,08/07/2024
3204,20/02/2015,tropical fruit,20/05/2024
1574,18/04/2015,other vegetables,18/07/2024
3361,22/07/2015,chocolate,22/10/2024
1776,25/02/2015,ice cream,25/05/2024
2009,11/10/2015,tropical fruit,11/01/2025
3479,24/03/2015,frankfurter,24/06/2024
2394,22/11/2015,butter,22/02/2025
1337,25/12/2015,other vegetables,25/03/2025
3574,13/06/2015,tropical fruit,13/09/2024
1727,18/07/2015,citrus fruit,18/10/2024
1016,05/10/2015,UHT-milk,05/01/2025
4326,21/01/2015,beef,21/04/2024
2212,22/09/2015,curd,22/12/2024
1990,01/08/2015,citrus fruit,01/11/2024
3836,06/12/2015,yogurt,06/03/2025
4560,01/07/2015,bottled beer,01/10/2024
1119,04/02/2015,grapes,04/05/2024
1379,18/05/2015,pork,18/08/2024
1658,03/09/2015,sausage,03/12/2024
2948,16/06/2015,frankfurter,16/09/2024
1273,04/05/2015,artif. sweetener,04/08/2024
1155,27/12/2015,frankfurter,27/03/2025
1672,05/02/2015,pip fruit,05/05/2024
3841,02/04/2015,frankfurter,02/07/2024
1683,20/08/2015,whole milk,20/11/2024
1774,07/08/2015,domestic eggs,07/11/2024
4441,17/06/2015,packaged fruit/vegetables,17/09/2024
1929,02/05/2015,chicken,02/08/2024
1273,31/01/2015,pork,01/05/2024
2920,11/10/2015,citrus fruit,11/01/2025
2467,18/04/2015,light bulbs,18/07/2024
2678,28/11/2015,cream cheese ,28/02/2025
3423,02/06/2015,sausage,02/09/2024
4223,19/07/2015,citrus fruit,19/10/2024
2846,23/09/2015,other vegetables,23/12/2024
4103,26/07/2015,chicken,26/10/2024
4789,02/05/2015,ice cream,02/08/2024
4916,26/02/2015,pork,26/05/2024
2518,03/05/2015,pork,03/08/2024
2622,07/03/2015,onions,07/06/2024
4321,29/01/2015,tropical fruit,29/04/2024
2050,28/06/2015,whipped/sour cream,28/09/2024
2146,20/06/2015,berries,20/09/2024
3938,26/05/2015,berries,26/08/2024
1636,19/09/2015,rolls/buns,19/12/2024
4694,29/07/2015,ice cream,29/10/2024
2432,07/07/2015,coffee,07/10/2024
4937,18/05/2015,whole milk,18/08/2024
1293,01/03/2015,whole milk,01/06/2024
2883,17/02/2015,citrus fruit,17/05/2024
2267,30/01/2015,beef,30/04/2024
3997,09/06/2015,pork,09/09/2024
4792,20/07/2015,turkey,20/10/2024
2292,25/03/2015,margarine,25/06/2024
1018,23/05/2015,butter milk,23/08/2024
4922,13/02/2015,beef,13/05/2024
3151,25/09/2015,bottled water,25/12/2024
2517,04/07/2015,pip fruit,04/10/2024
1499,17/05/2015,whole milk,17/08/2024
4993,21/01/2015,chocolate,21/04/2024
1606,11/11/2015,frankfurter,11/02/2025
2918,10/08/2015,whole milk,10/11/2024
1815,13/01/2015,sausage,13/04/2024
4524,05/07/2015,grapes,05/10/2024
1395,11/06/2015,brown bread,11/09/2024
3456,16/06/2015,root vegetables,16/09/2024
1597,05/02/2015,UHT-milk,05/05/2024
2315,02/05/2015,onions,02/08/2024
4095,29/09/2015,beef,29/12/2024
3680,24/11/2015,pork,24/02/2025
2847,23/11/2015,canned beer,23/02/2025
3426,25/10/2015,yogurt,25/01/2025
4750,04/08/2015,yogurt,04/11/2024
1384,09/08/2015,pip fruit,09/11/2024
3120,09/08/2015,meat,09/11/2024
1081,25/04/2015,coffee,25/07/2024
1171,05/05/2015,bottled water,05/08/2024
4932,08/07/2015,bottled beer,08/10/2024
4189,11/09/2015,sausage,11/12/2024
4455,09/09/2015,shopping bags,09/12/2024
2928,11/02/2015,pork,11/05/2024
4817,18/03/2015,frankfurter,18/06/2024
4257,28/06/2015,ice cream,28/09/2024
4254,20/07/2015,root vegetables,20/10/2024
4071,19/09/2015,sausage,19/12/2024
2109,28/10/2015,sausage,28/01/2025
1412,05/07/2015,root vegetables,05/10/2024
4088,23/09/2015,canned vegetables,23/12/2024
4056,20/10/2015,tropical fruit,20/01/2025
4441,05/05/2015,grapes,05/08/2024
4363,01/07/2015,whole milk,01/10/2024
2107,27/11/2015,frankfurter,27/02/2025
2941,23/02/2015,dessert,23/05/2024
1497,26/07/2015,shopping bags,26/10/2024
2211,01/01/2015,butter,01/04/2024
3510,02/01/2015,frankfurter,02/04/2024
4074,27/05/2015,pork,27/08/2024
3190,21/11/2015,whole milk,21/02/2025
2297,01/03/2015,brown bread,01/06/2024
3311,01/07/2015,frozen fish,01/10/2024
3085,21/01/2015,soda,21/04/2024
3693,16/11/2015,whole milk,16/02/2025
4859,07/07/2015,pork,07/10/2024
2125,25/06/2015,whipped/sour cream,25/09/2024
2261,04/04/2015,frankfurter,04/07/2024
3679,27/11/2015,grapes,27/02/2025
4165,18/08/2015,sausage,18/11/2024
3538,01/03/2015,citrus fruit,01/06/2024
3913,19/02/2015,ham,19/05/2024
2336,14/04/2015,chewing gum,14/07/2024
3549,01/08/2015,beef,01/11/2024
4434,21/09/2015,beef,21/12/2024
2854,08/02/2015,other vegetables,08/05/2024
3413,08/02/2015,frankfurter,08/05/2024
1780,13/10/2015,canned fish,13/01/2025
2899,06/09/2015,sausage,06/12/2024
2106,13/08/2015,bottled water,13/11/2024
3929,30/07/2015,specialty cheese,30/10/2024
3857,01/10/2015,bottled water,01/01/2025
4459,18/12/2015,bottled water,18/03/2025
4551,28/07/2015,chicken,28/10/2024
4042,17/12/2015,frankfurter,17/03/2025
2599,06/05/2015,chicken,06/08/2024
1045,25/11/2015,chicken,25/02/2025
4677,24/01/2015,butter,24/04/2024
1580,14/06/2015,citrus fruit,14/09/2024
3269,07/10/2015,whipped/sour cream,07/01/2025
4368,29/01/2015,frankfurter,29/04/2024
1111,20/11/2015,beef,20/02/2025
4841,13/09/2015,chicken,13/12/2024
3047,07/09/2015,sausage,07/12/2024
4349,14/03/2015,citrus fruit,14/06/2024
3580,24/11/2015,ice cream,24/02/2025
2370,18/07/2015,specialty chocolate,18/10/2024
3094,28/06/2015,frankfurter,28/09/2024
1146,12/09/2015,pork,12/12/2024
2287,16/12/2015,UHT-milk,16/03/2025
3911,23/08/2015,UHT-milk,23/11/2024
4891,19/04/2015,cookware,19/07/2024
4837,02/12/2015,citrus fruit,02/03/2025
4464,21/10/2015,sausage,21/01/2025
2940,18/10/2015,frankfurter,18/01/2025
4972,06/02/2015,citrus fruit,06/05/2024
4890,03/07/2015,ham,03/10/2024
4295,17/07/2015,ham,17/10/2024
2729,24/09/2015,bottled water,24/12/2024
1125,19/11/2015,popcorn,19/02/2025
1850,11/01/2015,tropical fruit,11/04/2024
2928,22/09/2015,frankfurter,22/12/2024
3717,30/05/2015,hamburger meat,30/08/2024
3809,24/03/2015,soda,24/06/2024
3437,02/02/2015,sausage,02/05/2024
1481,17/01/2015,yogurt,17/04/2024
1050,04/05/2015,meat,04/08/2024
2918,16/03/2015,red/blush wine,16/06/2024
4499,08/08/2015,UHT-milk,08/11/2024
4117,06/01/2015,brown bread,06/04/2024
1630,22/05/2015,semi-finished bread,22/08/2024
3715,11/05/2015,whole milk,11/08/2024
3512,17/11/2015,cat food,17/02/2025
1197,27/04/2015,citrus fruit,27/07/2024
3958,04/03/2015,citrus fruit,04/06/2024
4890,14/09/2015,meat,14/12/2024
3112,19/05/2015,rolls/buns,19/08/2024
4502,22/11/2015,root vegetables,22/02/2025
4719,01/06/2015,tropical fruit,01/09/2024
1516,28/01/2015,brown bread,28/04/2024
4281,18/10/2015,shopping bags,18/01/2025
1566,30/04/2015,grapes,30/07/2024
4641,29/11/2015,ham,01/03/2025
2561,26/02/2015,root vegetables,26/05/2024
2344,17/12/2015,ice cream,17/03/2025
2643,21/04/2015,tropical fruit,21/07/2024
3236,09/04/2015,finished products,09/07/2024
4863,30/12/2015,dessert,30/03/2025
2264,12/01/2015,sparkling wine,12/04/2024
3168,20/03/2015,other vegetables,20/06/2024
1282,18/11/2015,misc. beverages,18/02/2025
2832,02/11/2015,other vegetables,02/02/2025
3067,27/11/2015,misc. beverages,27/02/2025
1847,17/04/2015,dessert,17/07/2024
3525,14/02/2015,frankfurter,14/05/2024
1231,14/10/2015,sausage,14/01/2025
3471,28/03/2015,meat,28/06/2024
2421,22/11/2015,sausage,22/02/2025
4092,14/06/2015,onions,14/09/2024
1577,16/03/2015,beef,16/06/2024
3463,13/06/2015,pip fruit,13/09/2024
3518,01/08/2015,ham,01/11/2024
4325,14/10/2015,yogurt,14/01/2025
4947,18/11/2015,citrus fruit,18/02/2025
2194,11/01/2015,other vegetables,11/04/2024
2868,20/03/2015,pork,20/06/2024
3211,30/09/2015,bathroom cleaner,30/12/2024
4537,01/01/2015,ham,01/04/2024
2243,15/09/2015,grapes,15/12/2024
2399,21/01/2015,pastry,21/04/2024
4133,22/01/2015,citrus fruit,22/04/2024
2937,17/06/2015,photo/film,17/09/2024
1029,14/03/2015,dessert,14/06/2024
4384,22/09/2015,citrus fruit,22/12/2024
3756,22/07/2015,soda,22/10/2024
1646,19/06/2015,chewing gum,19/09/2024
3066,30/11/2015,root vegetables,02/03/2025
1259,27/11/2015,pork,27/02/2025
2245,28/01/2015,turkey,28/04/2024
3289,01/03/2015,tropical fruit,01/06/2024
3742,22/08/2015,sausage,22/11/2024
4537,09/04/2015,sausage,09/07/2024
4531,29/09/2015,pork,29/12/2024
3764,05/10/2015,sausage,05/01/2025
1581,13/08/2015,grapes,13/11/2024
2859,11/02/2015,grapes,11/05/2024
2175,06/03/2015,other vegetables,06/06/2024
1301,03/11/2015,pot plants,03/02/2025
3465,01/11/2015,bottled water,01/02/2025
2203,27/06/2015,prosecco,27/09/2024
2113,16/08/2015,UHT-milk,16/11/2024
3072,26/01/2015,bottled water,26/04/2024
2805,17/08/2015,rolls/buns,17/11/2024
2511,14/07/2015,specialty chocolate,14/10/2024
2120,26/01/2015,beef,26/04/2024
2346,24/04/2015,tropical fruit,24/07/2024
2071,14/10/2015,beef,14/01/2025
2610,26/02/2015,rolls/buns,26/05/2024
3489,18/11/2015,berries,18/02/2025
3458,13/08/2015,sausage,13/11/2024
4869,06/02/2015,chicken,06/05/2024
